A01224,A01224.151,Homer,-900,male,Ionian League,Q6691
A01224,A01224.152,Homer,-900,male,Ionian League,Q6691
A01224,A01224.152,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.155,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.16,Tacitus,56,male,Ancient Rome,Q2161
A01224,A01224.17,Homer,-900,male,Ionian League,Q6691
A01224,A01224.17,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.21,Homer,-900,male,Ionian League,Q6691
A01224,A01224.21,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.22,Homer,-900,male,Ionian League,Q6691
A01224,A01224.25,Homer,-900,male,Ionian League,Q6691
A01224,A01224.25,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.28,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.29,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.29,Homer,-900,male,Ionian League,Q6691
A01224,A01224.29,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.31,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.34,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.36,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.36,Rémy Belleau,1528,male,France,Q561709
A01224,A01224.37,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.37,Julius Caesar,-100,male,Ancient Rome,Q1048
A01224,A01224.39,Rémy Belleau,1528,male,France,Q561709
A01224,A01224.4,Homer,-900,male,Ionian League,Q6691
A01224,A01224.4,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.42,Homer,-900,male,Ionian League,Q6691
A01224,A01224.42,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.43,Homer,-900,male,Ionian League,Q6691
A01224,A01224.45,Homer,-900,male,Ionian League,Q6691
A01224,A01224.46,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.47,Homer,-900,male,Ionian League,Q6691
A01224,A01224.47,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.47,Torquato Tasso,1544,male,,Q168962
A01224,A01224.48,Torquato Tasso,1544,male,,Q168962
A01224,A01224.5,Torquato Tasso,1544,male,,Q168962
A01224,A01224.51,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.52,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.53,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.54,Homer,-900,male,Ionian League,Q6691
A01224,A01224.54,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.54,Tacitus,56,male,Ancient Rome,Q2161
A01224,A01224.55,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.57,Homer,-900,male,Ionian League,Q6691
A01224,A01224.57,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.59,Homer,-900,male,Ionian League,Q6691
A01224,A01224.59,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.6,Augustine of Hippo,354,male,Ancient Rome,Q8018
A01224,A01224.61,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.61,Edmund Spenser,1552,male,Kingdom of England,Q4352055
A01224,A01224.61,Petrarch,1304,male,Republic of Florence,Q1401
A01224,A01224.62,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.62,Petrarch,1304,male,Republic of Florence,Q1401
A01224,A01224.64,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.65,Hadrian,76,male,Ancient Rome,Q1427
A01224,A01224.69,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.70,Julius Caesar,-100,male,Ancient Rome,Q1048
A01224,A01224.72,Homer,-900,male,Ionian League,Q6691
A01224,A01224.73,Homer,-900,male,Ionian League,Q6691
A01224,A01224.75,Julius Caesar,-100,male,Ancient Rome,Q1048
A01224,A01224.76,Homer,-900,male,Ionian League,Q6691
A01224,A01224.76,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.77,Homer,-900,male,Ionian League,Q6691
A01224,A01224.77,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.79,Homer,-900,male,Ionian League,Q6691
A01224,A01224.8,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.8,Torquato Tasso,1544,male,,Q168962
A01224,A01224.80,Homer,-900,male,Ionian League,Q6691
A01224,A01224.80,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.80,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.81,Homer,-900,male,Ionian League,Q6691
A01224,A01224.81,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.82,Homer,-900,male,Ionian League,Q6691
A01224,A01224.82,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.82,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.83,Homer,-900,male,Ionian League,Q6691
A01224,A01224.83,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.84,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.85,Homer,-900,male,Ionian League,Q6691
A01224,A01224.85,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.86,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.86,Torquato Tasso,1544,male,,Q168962
A01224,A01224.87,Homer,-900,male,Ionian League,Q6691
A01224,A01224.87,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.88,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.9,Homer,-900,male,Ionian League,Q6691
A01224,A01224.9,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.9,Euripides,-480,male,Classical Athens,Q48305
A01224,A01224.90,Homer,-900,male,Ionian League,Q6691
A01224,A01224.91,Suleiman the Magnificent,1494,male,Ottoman Empire,Q8474
A01224,A01224.92,Homer,-900,male,Ionian League,Q6691
A01224,A01224.92,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.92,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.93,Homer,-900,male,Ionian League,Q6691
A01224,A01224.93,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.93,Cato the Elder,-234,male,Ancient Rome,Q180081
A01224,A01224.94,Homer,-900,male,Ionian League,Q6691
A01224,A01224.94,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.95,Torquato Tasso,1544,male,,Q168962
A01224,A01224.95,Homer,-900,male,Ionian League,Q6691
A01224,A01224.95,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.96,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.96,Homer,-900,male,Ionian League,Q6691
A01224,A01224.96,Virgil,-70,male,Ancient Rome,Q1398
A01224,A01224.97,Philip Sidney,1554,male,Kingdom of England,Q315509
A01224,A01224.99,Homer,-900,male,Ionian League,Q6691
A01225,A01225.20,Francis of Assisi,1182,male,,Q676555
A01227,A01227.30,William Shakespeare,1564,male,United Kingdom,Q692
A01227,A01227.5,Abraham Fraunce,1558,male,England,Q3364589
A01227,A01227.75,Euripides,-480,male,Classical Athens,Q48305
A01514-pnp,A01514-pnp.528,Geoffrey Chaucer,1343,male,Kingdom of England,Q5683
A01514-pnp,A01514-pnp.531,Geoffrey Chaucer,1343,male,Kingdom of England,Q5683
A01514-pnp,A01514-pnp.537,Geoffrey Chaucer,1343,male,Kingdom of England,Q5683
A03670,A03670.10,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.105,Ennius,-239,male,Ancient Rome,Q47130
A03670,A03670.106,Ennius,-239,male,Ancient Rome,Q47130
A03670,A03670.106,Cato the Elder,-234,male,Ancient Rome,Q180081
A03670,A03670.116,Ennius,-239,male,Ancient Rome,Q47130
A03670,A03670.116,Homer,-900,male,Ionian League,Q6691
A03670,A03670.116,Menander,-340,male,Classical Athens,Q118992
A03670,A03670.117,Terence,-185,male,Carthage,Q172048
A03670,A03670.12,Sappho,-650,female,Mytilene,Q17892
A03670,A03670.12,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.12,Homer,-900,male,Ionian League,Q6691
A03670,A03670.13,Seneca the Younger,-4,male,Ancient Rome,Q2054
A03670,A03670.13,Nero,37,male,Ancient Rome,Q1413
A03670,A03670.133,Thespis,-600,male,Classical Athens,Q117176
A03670,A03670.139,Virgil,-70,male,Ancient Rome,Q1398
A03670,A03670.140,Nero,37,male,Ancient Rome,Q1413
A03670,A03670.155,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.156,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.17,Ennius,-239,male,Ancient Rome,Q47130
A03670,A03670.17,Cato the Elder,-234,male,Ancient Rome,Q180081
A03670,A03670.173,Terence,-185,male,Carthage,Q172048
A03670,A03670.18,Homer,-900,male,Ionian League,Q6691
A03670,A03670.185,Aristophanes,-448,male,Classical Athens,Q43353
A03670,A03670.191,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.193,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.194,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.195,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.208,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.215,Persius,34,male,Ancient Rome,Q332785
A03670,A03670.216,Persius,34,male,Ancient Rome,Q332785
A03670,A03670.221,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.222,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.223,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.223,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.224,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.224,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.225,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.226,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.229,Marcus Terentius Varro,-116,male,Ancient Rome,Q206119
A03670,A03670.229,Virgil,-70,male,Ancient Rome,Q1398
A03670,A03670.229,Homer,-900,male,Ionian League,Q6691
A03670,A03670.229,Ennius,-239,male,Ancient Rome,Q47130
A03670,A03670.230,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.231,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.231,Virgil,-70,male,Ancient Rome,Q1398
A03670,A03670.231,Lucius Varius Rufus,-74,male,Ancient Rome,Q8820
A03670,A03670.232,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.244,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.246,Menander,-340,male,Classical Athens,Q118992
A03670,A03670.246,Plato,-427,male,Classical Athens,Q859
A03670,A03670.247,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.265,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.265,Plato,-427,male,Classical Athens,Q859
A03670,A03670.266,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.280,"Manfred, King of Sicily",1232,male,,Q164889
A03670,A03670.280,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.288,Julius Caesar,-100,male,Ancient Rome,Q1048
A03670,A03670.29,Ennius,-239,male,Ancient Rome,Q47130
A03670,A03670.29,Accius,1550,male,,Q935747
A03670,A03670.292,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.294,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.297,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.298,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.36,Homer,-900,male,Ionian League,Q6691
A03670,A03670.39,Homer,-900,male,Ionian League,Q6691
A03670,A03670.41,Quintilian,35,male,Ancient Rome,Q193769
A03670,A03670.44,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.5,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.5,Virgil,-70,male,Ancient Rome,Q1398
A03670,A03670.5,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.50,Julius Caesar,-100,male,Ancient Rome,Q1048
A03670,A03670.6,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.67,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.7,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.7,Gaius Maecenas,-70,male,Ancient Rome,Q8833
A03670,A03670.73,Nero,37,male,Ancient Rome,Q1413
A03670,A03670.74,Nero,37,male,Ancient Rome,Q1413
A03670,A03670.82,Nero,37,male,Ancient Rome,Q1413
A03670,A03670.9,Horace,-65,male,Ancient Rome,Q6197
A03670,A03670.94,Bede,672,male,Kingdom of Northumbria,Q154938
A04632,A04632.1003,Apuleius,125,male,Ancient Rome,Q170512
A04632,A04632.1003,Lucan,39,male,Ancient Rome,Q188646
A04632,A04632.1004,Theocritus,-400,male,ancient Syracuse,Q219484
A04632,A04632.1004,Homer,-900,male,Ionian League,Q6691
A04632,A04632.1004,Paul the Deacon,720,male,Kingdom of the Lombards,Q160424
A04632,A04632.1007,Lucan,39,male,Ancient Rome,Q188646
A04632,A04632.1007,Pliny the Elder,20,male,Ancient Rome,Q82778
A04632,A04632.1007,Apuleius,125,male,Ancient Rome,Q170512
A04632,A04632.1008,Giovanni Domenico da Nola,1510,male,Kingdom of Naples,Q2395209
A04632,A04632.1008,Apuleius,125,male,Ancient Rome,Q170512
A04632,A04632.1009,Homer,-900,male,Ionian League,Q6691
A04632,A04632.1009,Theocritus,-400,male,ancient Syracuse,Q219484
A04632,A04632.1009,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.1009,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.1009,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.1009,Seneca the Younger,-4,male,Ancient Rome,Q2054
A04632,A04632.1009,Pliny the Elder,20,male,Ancient Rome,Q82778
A04632,A04632.1009,Lucan,39,male,Ancient Rome,Q188646
A04632,A04632.1010,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.1010,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.1010,Apuleius,125,male,Ancient Rome,Q170512
A04632,A04632.1011,Lucan,39,male,Ancient Rome,Q188646
A04632,A04632.1012,Pliny the Elder,20,male,Ancient Rome,Q82778
A04632,A04632.1012,Seneca the Younger,-4,male,Ancient Rome,Q2054
A04632,A04632.1012,Ramon Llull,1232,male,Kingdom of Majorca,Q193660
A04632,A04632.1013,Pliny the Elder,20,male,Ancient Rome,Q82778
A04632,A04632.1014,Hesiod,-776,male,Cyme,Q44233
A04632,A04632.1014,Apollodorus of Athens,-180,male,Classical Athens,Q205704
A04632,A04632.1017,Thomas the Rhymer,1220,male,Kingdom of Scotland,Q1976986
A04632,A04632.1017,Callimachus,-320,male,,Q192417
A04632,A04632.1017,Cato the Elder,-234,male,Ancient Rome,Q180081
A04632,A04632.1018,Valerius Maximus,-100,male,Ancient Rome,Q379991
A04632,A04632.1018,Pliny the Elder,20,male,Ancient Rome,Q82778
A04632,A04632.1018,Nero,37,male,Ancient Rome,Q1413
A04632,A04632.106,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.1069,Geoffrey Chaucer,1343,male,Kingdom of England,Q5683
A04632,A04632.1069,John Gower,1330,male,Kingdom of England,Q365133
A04632,A04632.1069,John Lydgate,1370,male,United Kingdom of Great Britain and Ireland,Q662063
A04632,A04632.110,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.12,Hugh Holland,1569,male,United Kingdom,Q12407875
A04632,A04632.123,Robert Greene (dramatist),1558,male,United Kingdom,Q433651
A04632,A04632.124,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.126,Julius Caesar,-100,male,Ancient Rome,Q1048
A04632,A04632.13,Francis of Assisi,1182,male,,Q676555
A04632,A04632.13,Francis Beaumont,1584,male,United Kingdom of Great Britain and Ireland,Q313932
A04632,A04632.142,Robert Greene (dramatist),1558,male,United Kingdom,Q433651
A04632,A04632.157,Niccolò Machiavelli,1469,male,Republic of Florence,Q1399
A04632,A04632.157,Giovanni Domenico da Nola,1510,male,Kingdom of Naples,Q2395209
A04632,A04632.163,Francis of Assisi,1182,male,,Q676555
A04632,A04632.167,Ennius,-239,male,Ancient Rome,Q47130
A04632,A04632.171,Julius Caesar,-100,male,Ancient Rome,Q1048
A04632,A04632.180,Michelangelo,1475,male,Republic of Florence,Q5592
A04632,A04632.196,"Manfred, King of Sicily",1232,male,,Q164889
A04632,A04632.205,Corinna,-500,female,Tanagra,Q241132
A04632,A04632.210,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.22,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.231,Ramon Llull,1232,male,Kingdom of Majorca,Q193660
A04632,A04632.25,Augustine of Hippo,354,male,Ancient Rome,Q8018
A04632,A04632.250,Augustine of Hippo,354,male,Ancient Rome,Q8018
A04632,A04632.299,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.301,Euripides,-480,male,Classical Athens,Q48305
A04632,A04632.302,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.302,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.303,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.303,Homer,-900,male,Ionian League,Q6691
A04632,A04632.303,Hesiod,-776,male,Cyme,Q44233
A04632,A04632.304,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.305,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.305,Cornelius Gallus,-69,male,Ancient Rome,Q8825
A04632,A04632.306,Homer,-900,male,Ionian League,Q6691
A04632,A04632.306,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.307,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.308,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.309,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.310,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.314,Cornelius Gallus,-69,male,Ancient Rome,Q8825
A04632,A04632.314,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.315,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.315,Cornelius Gallus,-69,male,Ancient Rome,Q8825
A04632,A04632.319,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.320,Cornelius Gallus,-69,male,Ancient Rome,Q8825
A04632,A04632.320,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.321,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.321,Michelangelo,1475,male,Republic of Florence,Q5592
A04632,A04632.322,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.323,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.324,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.324,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.324,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.325,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.326,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.326,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.327,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.334,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.334,Michelangelo,1475,male,Republic of Florence,Q5592
A04632,A04632.334,Cornelius Gallus,-69,male,Ancient Rome,Q8825
A04632,A04632.335,Corinna,-500,female,Tanagra,Q241132
A04632,A04632.335,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.336,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.338,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.340,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.341,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.343,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.344,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.345,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.346,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.347,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.348,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.349,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.350,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.350,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.350,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.352,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.354,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.356,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.358,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.358,Tibullus,-50,male,Ancient Rome,Q109598
A04632,A04632.359,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.359,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.360,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.361,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.361,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.363,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.363,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.364,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.365,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.365,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.366,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.367,Cornelius Gallus,-69,male,Ancient Rome,Q8825
A04632,A04632.367,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.368,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.368,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.369,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.370,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.370,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.370,Cornelius Gallus,-69,male,Ancient Rome,Q8825
A04632,A04632.371,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.371,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.371,Michelangelo,1475,male,Republic of Florence,Q5592
A04632,A04632.373,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.373,Pindar,-522,male,Boeotian confederation,Q134929
A04632,A04632.373,Hesiod,-776,male,Cyme,Q44233
A04632,A04632.373,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.374,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.377,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.377,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.378,Ovid,-43,male,Ancient Rome,Q7198
A04632,A04632.385,Julius Caesar,-100,male,Ancient Rome,Q1048
A04632,A04632.390,Cato the Elder,-234,male,Ancient Rome,Q180081
A04632,A04632.430,Cicero,-106,male,Ancient Rome,Q1541
A04632,A04632.431,Julius Caesar,-100,male,Ancient Rome,Q1048
A04632,A04632.445,Nero,37,male,Ancient Rome,Q1413
A04632,A04632.482,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.526,Plato,-427,male,Classical Athens,Q859
A04632,A04632.526,Petrarch,1304,male,Republic of Florence,Q1401
A04632,A04632.526,Dante Alighieri,1265,male,Republic of Florence,Q1067
A04632,A04632.557,Niccolò Machiavelli,1469,male,Republic of Florence,Q1399
A04632,A04632.586,Virgil,-70,male,Ancient Rome,Q1398
A04632,A04632.586,Horace,-65,male,Ancient Rome,Q6197
A04632,A04632.587,Pindar,-522,male,Boeotian confederation,Q134929
A04632,A04632.587,Seneca the Younger,-4,male,Ancient Rome,Q2054
A04632,A04632.587,Martial,40,male,Ancient Rome,Q2098
A04632,A04632.587,Statius,45,male,Ancient Rome,Q243203
A04632,A04632.617,Seneca the Younger,-4,male,Ancient Rome,Q2054
A04632,A04632.624,Seneca the Younger,-4,male,Ancient Rome,Q2054
A04632,A04632.642,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.69,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.70,William Shakespeare,1564,male,United Kingdom,Q692
A04632,A04632.755,Cicero,-106,male,Ancient Rome,Q1541
A04632,A04632.756,Cato the Elder,-234,male,Ancient Rome,Q180081
A04632,A04632.759,Cicero,-106,male,Ancient Rome,Q1541
A04632,A04632.772,Cicero,-106,male,Ancient Rome,Q1541
A04632,A04632.775,Cicero,-106,male,Ancient Rome,Q1541
A04632,A04632.776,Cicero,-106,male,Ancient Rome,Q1541
A04632,A04632.777,Cato the Elder,-234,male,Ancient Rome,Q180081
A04632,A04632.778,Cato the Elder,-234,male,Ancient Rome,Q180081
